"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Grandmont No.1","MI","Detroit","Wayne","Detroit",4238,909,0.0133779264214047,0.0282805429864253,0.101818181818182,1171
2017-09-30,"Whiteoak","NC","Charlotte","Mecklenburg","Charlotte",4239,2048,-0.00534239922292375,-0.00919206579583938,0.0163771712158809,571
2017-09-30,"Jefferson Park","AZ","Tucson","Pima","Tucson",4240,1254,0.00561347233360064,0.027027027027027,0.0441298917568693,739
2017-09-30,"Vista del Norte","NM","Albuquerque","Bernalillo","Albuquerque",4241,1280,-0.00233826968043648,-0.0100541376643465,-0.0214067278287462,1695
2017-09-30,"Prairie Hills","WI","Madison","Dane","Madison",4242,1490,0.0122282608695652,0.0347222222222222,-0.00600400266844563,920
2017-09-30,"SE Heights","NM","Albuquerque","Bernalillo","Albuquerque",4243,1363,0.00962962962962963,0.0349278663629461,0.0240420736288505,1114
2017-09-30,"Poncey-Highland","GA","Atlanta","Fulton","Atlanta",4244,1923,0.00522739153162572,0.015311510031679,0.0542763157894737,689
2017-09-30,"Fernwood","WI","Milwaukee","Milwaukee","Milwaukee",4245,1359,0.00592153960029608,0.0256603773584906,0.0534883720930233,795
2017-09-30,"Bellemeade","VA","Richmond","Richmond City","Richmond",4246,876,0.00689655172413793,0.0354609929078014,0.0709046454767726,1016
2017-09-30,"West Congress","TX","Austin","Travis","Austin",4247,1697,-0.00352319436288902,0.00117994100294985,0.013134328358209,595
2017-09-30,"Mission Valley West","CA","San Diego","San Diego","San Diego",4248,2086,0.0106589147286822,0.0316518298714144,0.0456140350877193,1239
2017-09-30,"Eldorado Heights","NM","Albuquerque","Bernalillo","Albuquerque",4249,1274,0.00473186119873817,0.0119142176330421,-0.0146945088940449,723
2017-09-30,"North Rosslyn","VA","Washington","Arlington","Arlington",4250,3474,0.00666473485946103,0.00666473485946103,0.0265957446808511,1025
2017-09-30,"University Park Estates","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",4251,3065,0.00130676249591637,0.00163398692810458,0.0386309725516774,1003
2017-09-30,"Sunset","ID","Boise City","Ada","Boise",4252,1277,0.0142970611596505,0.0373679935012185,0.108506944444444,1113
