RegionName,State,County,Metro,City,SizeRank,Year,Month,Value
64,26,62,53,64,125,2011,11,13.2792166538022
64,26,62,53,64,125,2011,12,12.872307996754
64,26,62,53,64,125,2012,1,11.144287364038
64,26,62,53,64,125,2012,2,10.5613077130543
64,26,62,53,64,125,2012,3,10.3085336937522
64,26,62,53,64,125,2012,4,9.99532401285641
64,26,62,53,64,125,2012,5,8.81469208602231
64,26,62,53,64,125,2012,6,9.76778459168132
64,26,62,53,64,125,2012,7,7.01662399216194
64,26,62,53,64,125,2012,8,6.52916879347367
64,26,62,53,64,125,2012,9,8.5105695413392
64,26,62,53,64,125,2012,10,4.85222189724595
64,26,62,53,64,125,2012,11,6.49798975062406
64,26,62,53,64,125,2012,12,7.17357841417688
64,26,62,53,64,125,2013,1,8.46339199704169
64,26,62,53,64,125,2013,2,6.84988152456387
64,26,62,53,64,125,2013,3,8.33927653581583
64,26,62,53,64,125,2013,4,7.75209079075778
64,26,62,53,64,125,2013,5,7.4003656716959
64,26,62,53,64,125,2013,6,7.7223593755244
64,26,62,53,64,125,2013,7,9.25126086367032
64,26,62,53,64,125,2013,8,13.5879923228854
64,26,62,53,64,125,2013,9,8.87153210818412
64,26,62,53,64,125,2013,10,12.4691448515922
64,26,62,53,64,125,2013,11,12.9004287750143
64,26,62,53,64,125,2013,12,9.48884935013747
64,26,62,53,64,125,2014,1,14.0189475525972
64,26,62,53,64,125,2014,2,13.2135178882002
64,26,62,53,64,125,2014,3,17.0089201452185
64,26,62,53,64,125,2014,4,10.2122642128187
64,26,62,53,64,125,2014,5,10.8329545881558
64,26,62,53,64,125,2014,6,15.002100540283
64,26,62,53,64,125,2014,7,12.1661474887114
64,26,62,53,64,125,2014,8,13.9695503515023
64,26,62,53,64,125,2014,9,17.6203133886521
64,26,62,53,64,125,2014,10,16.7944695936836
64,26,62,53,64,125,2014,11,11.5768993632496
64,26,62,53,64,125,2014,12,10.1474106469966
64,26,62,53,64,125,2015,1,11.9775249229393
64,26,62,53,64,125,2015,2,12.9427248514497
64,26,62,53,64,125,2015,3,12.9591727686153
64,26,62,53,64,125,2015,4,10.5329584214586
64,26,62,53,64,125,2015,5,16.3490836204138
64,26,62,53,64,125,2015,6,9.34620181715737
64,26,62,53,64,125,2015,7,9.35102143829123
64,26,62,53,64,125,2015,8,7.1374120907926
64,26,62,53,64,125,2015,9,6.94996348073314
64,26,62,53,64,125,2015,10,9.78728683231089
64,26,62,53,64,125,2015,11,10.1019213123277
64,26,62,53,64,125,2015,12,11.4369012981894
64,26,62,53,64,125,2016,1,3.80652925194365
64,26,62,53,64,125,2016,2,11.4647323226208
64,26,62,53,64,125,2016,3,6.31080854990103
64,26,62,53,64,125,2016,4,7.94773764818013
64,26,62,53,64,125,2016,5,10.5287243389767
64,26,62,53,64,125,2016,6,5.51488793372137
64,26,62,53,64,125,2016,7,9.67968050928159
64,26,62,53,64,125,2016,8,8.23539514366287
64,26,62,53,64,125,2016,9,3.68870221947187
64,26,62,53,64,125,2016,10,4.4811643833313
64,26,62,53,64,125,2016,11,8.4004287750143
64,26,62,53,64,125,2016,12,8.53155921758961
64,26,62,53,64,125,2017,1,6.53641430941491
64,26,62,53,64,125,2017,2,6.42813831931551
64,26,62,53,64,125,2017,3,8.60433405893787
64,26,62,53,64,125,2017,4,9.62746889118125
64,26,62,53,64,125,2017,5,10.421026066457
64,26,62,53,64,125,2017,6,11.6151525407442
64,26,62,53,64,125,2017,7,14.2617357240055
64,26,62,53,64,125,2017,8,14.9605413424933
64,26,62,53,64,125,2017,9,16.2832968140665
351,8,119,110,351,126,2010,9,19.4745578985035
351,8,119,110,351,126,2010,10,16.220964293684
351,8,119,110,351,126,2010,11,14.468367976521
351,8,119,110,351,126,2010,12,11.363177288305
351,8,119,110,351,126,2011,1,15.4480202871422
351,8,119,110,351,126,2011,2,12.44713151432
351,8,119,110,351,126,2011,3,11.8846184319556
351,8,119,110,351,126,2011,4,10.8755381542574
351,8,119,110,351,126,2011,5,11.2304746033132
351,8,119,110,351,126,2011,6,11.1979406489132
351,8,119,110,351,126,2011,7,9.89004856389184
351,8,119,110,351,126,2011,8,9.06734707522578
351,8,119,110,351,126,2011,9,7.89661636008653
351,8,119,110,351,126,2011,10,8.1736493536142
351,8,119,110,351,126,2011,11,9.91187871414936
351,8,119,110,351,126,2011,12,9.05437497950271
351,8,119,110,351,126,2012,1,8.39436175055681
351,8,119,110,351,126,2012,2,7.93135849859299
351,8,119,110,351,126,2012,3,14.3397344734094
351,8,119,110,351,126,2012,4,9.78886908345564
351,8,119,110,351,126,2012,5,6.45579649172519
351,8,119,110,351,126,2012,6,16.8653579090724
351,8,119,110,351,126,2012,7,12.9981868024649
351,8,119,110,351,126,2012,8,8.25988279916201
351,8,119,110,351,126,2012,9,6.97510843803226
351,8,119,110,351,126,2012,10,10.7277149299261
351,8,119,110,351,126,2012,11,11.1752740892199
351,8,119,110,351,126,2012,12,12.3811206975528
351,8,119,110,351,126,2013,1,7.42044870707855
351,8,119,110,351,126,2013,2,13.5811273854612
351,8,119,110,351,126,2013,3,6.49659721850743
351,8,119,110,351,126,2013,4,9.17019906696824
351,8,119,110,351,126,2013,5,14.6219474715302
351,8,119,110,351,126,2013,6,8.13438601211691
351,8,119,110,351,126,2013,7,10.0795072533505
351,8,119,110,351,126,2013,8,9.84783345683256
351,8,119,110,351,126,2013,9,6.01674237361749
351,8,119,110,351,126,2013,10,10.1251948841071
351,8,119,110,351,126,2013,11,10.0319988342695
351,8,119,110,351,126,2013,12,11.9300707123413
351,8,119,110,351,126,2014,1,12.7650934578739
351,8,119,110,351,126,2014,2,12.267987525913
351,8,119,110,351,126,2014,3,11.9867932969388
351,8,119,110,351,126,2014,4,15.9823531260088
351,8,119,110,351,126,2014,5,11.0900251651109
351,8,119,110,351,126,2014,6,11.5834558223951
351,8,119,110,351,126,2014,7,16.2740282205988
351,8,119,110,351,126,2014,8,13.4814166393948
351,8,119,110,351,126,2014,9,10.9942471940131
351,8,119,110,351,126,2014,10,14.6351155190277
351,8,119,110,351,126,2014,11,15.3087041109748
351,8,119,110,351,126,2014,12,13.5662424224046
351,8,119,110,351,126,2015,1,11.6873850063708
351,8,119,110,351,126,2015,2,9.53778420140423
351,8,119,110,351,126,2015,3,8.52533651205878
351,8,119,110,351,126,2015,4,10.2144009983493
351,8,119,110,351,126,2015,5,8.3751446540746
351,8,119,110,351,126,2015,6,9.9921708169767
351,8,119,110,351,126,2015,7,5.47060730862969
351,8,119,110,351,126,2015,8,9.2616308158354
351,8,119,110,351,126,2015,9,8.62116990041304
351,8,119,110,351,126,2015,10,7.76011551902773
351,8,119,110,351,126,2015,11,5.37081591221699
351,8,119,110,351,126,2015,12,8.80553622701432
351,8,119,110,351,126,2016,1,10.7708323387921
351,8,119,110,351,126,2016,2,4.80754247980084
351,8,119,110,351,126,2016,3,9.70484603527551
351,8,119,110,351,126,2016,4,6.69474719380544
351,8,119,110,351,126,2016,5,10.0585996033132
351,8,119,110,351,126,2016,6,8.29729156119435
351,8,119,110,351,126,2016,7,8.21007452948743
351,8,119,110,351,126,2016,8,11.9849124731272
351,8,119,110,351,126,2016,9,7.45816539549441
351,8,119,110,351,126,2016,10,3.63431594546696
351,8,119,110,351,126,2016,11,4.312463509471
351,8,119,110,351,126,2016,12,2.99955193994684
351,8,119,110,351,126,2017,1,4.38888229850202
351,8,119,110,351,126,2017,2,6.7004608821532
351,8,119,110,351,126,2017,3,4.79061533336758
351,8,119,110,351,126,2017,4,5.21712876703447
351,8,119,110,351,126,2017,5,6.29804217088074
351,8,119,110,351,126,2017,6,4.19365461236912
351,8,119,110,351,126,2017,7,4.51636214102509
351,8,119,110,351,126,2017,8,7.25558750544426
351,8,119,110,351,126,2017,9,11.5170187694163
215,30,45,38,215,127,2010,9,12.565881074126
215,30,45,38,215,127,2010,10,16.3888279551625
215,30,45,38,215,127,2010,11,14.746268975407
215,30,45,38,215,127,2010,12,14.0330500941526
215,30,45,38,215,127,2011,1,15.9402960979228
215,30,45,38,215,127,2011,2,16.3375428054956
215,30,45,38,215,127,2011,3,16.8612673875811
215,30,45,38,215,127,2011,4,14.6433251371818
215,30,45,38,215,127,2011,5,13.7897778810444
215,30,45,38,215,127,2011,6,12.9985715731027
215,30,45,38,215,127,2011,7,8.10567988178523
215,30,45,38,215,127,2011,8,8.7296883941072
215,30,45,38,215,127,2011,9,8.51638726085262
215,30,45,38,215,127,2011,10,12.6964574941262
215,30,45,38,215,127,2011,11,10.1425393716774
215,30,45,38,215,127,2011,12,13.6075677837254
215,30,45,38,215,127,2012,1,11.8512272720119
215,30,45,38,215,127,2012,2,11.8214137732376
